x,y,age,number,r
-113.6274691,53.63384023,50,1,0.312269523
-113.4903698,53.5462403,50,1,0.17241486
-114.0704094,51.08242837,50,1,0.113556917
-113.9971986,53.51605773,50,4,0.04169808
-113.4153069,53.46791038,50,1,0.670147176
-113.4364598,53.42188521,50,1,0.459793872
-114.0932082,50.94804275,50,2,0.587056033
-113.2039656,53.68545396,50,2,0.922593663
-111.9721998,60.0069692,50,1,0.185108118
-113.5216472,53.30565286,50,1,0.358205685
-113.7792049,50.91557741,50,1,0.577704494
-113.6112421,53.49600427,50,1,0.31390562
-114.0553823,51.04946471,50,1,0.300715582
-113.6157943,53.4301103,50,1,0.779653713
-114.1463059,51.1092852,50,1,0.765432331
-110.7533199,54.26795056,50,2,0.340723582
-113.3279989,53.8276102,50,2,0.090431601
-110.0184234,53.25764053,50,2,0.66701783
-113.5306936,53.54560036,50,1,0.622873956
-111.9744491,54.77110028,50,3,0.270067993
-113.3307499,53.81968474,50,1,0.494442377
-114.469461,53.10598011,50,1,0.809061675
-113.551592,53.27116614,50,2,0.865153642
-113.6491399,53.53068888,50,1,0.611378163
-114.0644668,51.12245104,50,1,0.608694803
-111.4748674,56.75573406,50,4,0.402865507
-113.6264093,53.54119307,50,1,0.099791927
-112.8562898,53.00058342,50,1,0.493123431
-114.1327835,51.15951389,50,2,0.262790889
-113.7159805,53.34243035,50,1,0.396020601
-113.3313307,53.8196874,50,1,0.084202515
-113.5010846,53.54189564,50,4,0.677147846
-114.1394837,51.06449703,50,4,0.791480013
-113.3789036,53.45922215,50,3,0.811813367
-111.380279,56.72720019,50,1,0.842398104
-111.4510778,56.72922104,50,5,0.112669564
-114.0344543,51.25782362,50,2,0.718321156
-111.9752526,54.76746184,50,2,0.760905812
-113.2235997,53.69749177,50,1,0.118714344
-111.9403834,51.64639221,50,1,0.755537758
-113.0998153,53.93535704,50,1,0.346230089
-113.3658164,53.46944757,50,2,0.185469398
-113.6690484,53.48875275,50,1,0.755996235
-113.5310431,53.40528515,50,5,0.09905343
-113.2343897,53.44659279,50,2,0.686426153
-113.6359036,53.51088801,50,2,0.022304675
-113.9547342,51.06054801,50,1,0.948608771
-112.8048393,54.58728103,50,3,0.911477093
-113.5182791,53.51802292,50,2,0.158293224
-113.3279998,53.82761005,50,1,0.985844544
-113.970895,53.52721901,50,2,0.650059103
-114.0559701,51.0787877,50,1,0.641064492
-110.1861522,54.4168426,50,1,0.803281896
-113.3329591,53.82508326,50,1,0.818960943
-113.8275523,54.15211378,50,2,0.660750738
-113.9310789,50.91709762,50,1,0.91223512
-113.0251341,53.50024583,50,2,0.50155048
-113.382628,53.61401056,50,1,0.50738505
-111.3767066,56.72649101,50,3,0.66339513
-113.2644943,53.68049769,50,1,0.190051467
-113.4677595,53.42842762,50,3,0.009830906
-113.4381625,53.46772296,50,1,0.071894854
-113.5885238,53.54417066,50,1,0.871916912
-111.9772214,54.77182575,50,1,0.862152473
-113.6315675,53.60576389,50,1,0.638878171
-114.9767343,53.21434095,50,1,0.807950228
-110.1733801,54.46060797,50,1,0.603731876
-112.0524959,53.48346313,50,1,0.22315199
-113.4063185,53.55096561,50,3,0.248858865
-113.9351345,51.11153093,50,4,0.50025597
-113.6210969,53.50438508,50,1,0.802464761
-113.414552,53.45048183,50,1,0.171075444
-113.4215255,53.6139547,50,1,0.207079024
-114.3706474,53.66914552,50,1,0.930070613
-113.4979266,53.57824714,50,1,0.660423385
-112.8708615,49.6579516,50,2,0.364004123
-111.9744491,54.77110028,50,1,0.571372329
-110.0178984,53.26307676,50,1,0.357684573
-113.5323717,53.41820206,50,5,0.264889473
-113.5257832,53.42250278,50,1,0.859642427
-113.4087056,53.61479914,50,2,0.147711734
-114.1220407,50.91788829,50,4,0.944733246
-110.6781499,50.04107034,50,1,0.053024987
-113.6128193,53.55592307,50,3,0.976577323
-113.5043514,53.51704095,50,3,0.22921882
-113.6733705,53.50701063,50,1,0.124566056
-113.9732127,51.07024087,50,4,0.870151828
-113.5442836,53.24032326,50,3,0.27978604
-113.6091891,53.55593353,50,2,0.224425639
-113.4560362,53.42618705,50,3,0.812159107
-114.0045881,53.52879572,50,2,0.600402732
-111.6800545,54.61672676,50,1,0.36978249
-113.4336151,53.58125294,50,5,0.232803665
-113.9228677,53.56084532,50,2,0.275309117
-113.3822172,53.61463042,50,1,0.367912204
-113.4145141,53.60845716,50,1,0.100261903
-112.4681396,55.19950063,50,1,0.147192715
-113.5158305,53.53868159,50,1,0.882976849
-113.5595121,53.59010776,50,1,0.839492194
-112.8048393,54.58728103,50,2,0.993511906
-113.5608595,53.56524802,50,1,0.496024349
-113.5426462,53.30605882,50,2,0.580731173
-113.3279989,53.8276102,50,5,0.928990152
-114.1108942,52.2917393,50,1,0.828473269
-113.5051218,53.57037742,50,1,0.883672068
-113.5305691,53.40372841,50,1,0.197524681
-113.5263692,53.56864353,50,1,0.540877291
-113.1246376,53.9380181,50,1,0.421631295
-114.2243632,51.14796871,50,2,0.020268978
-113.4920746,53.48212107,50,1,0.991167405
-112.469077,54.11847434,50,2,0.021909921
-113.539186,53.24040702,50,1,0.963133656
-110.7457031,54.26786455,50,4,0.90805491
-111.4713313,56.75518276,50,3,0.954972484
-112.8077142,49.73389147,50,5,0.345878422
-113.5864331,53.43666833,50,4,0.587488892
-110.725299,54.26799785,50,2,0.126846258
-113.2920983,54.70930833,50,2,0.928675666
-111.3790827,56.72286458,50,1,0.170479299
-113.9834646,50.87956463,50,1,0.709422251
-110.222767,54.41652884,50,1,0.357406889
-112.8048393,54.58728103,50,1,0.187692736
-113.5029561,53.54939058,50,1,0.33739517
-113.6129991,53.43128807,50,4,0.412550241
-113.923239,53.56425759,50,1,0.775250976
-113.6270481,53.43010794,50,1,0.734512212
-113.4457199,53.52360262,50,2,0.701915724
-113.6289497,53.65792758,50,3,0.21316903
-113.521629,53.51222358,50,3,0.367217669
-114.0698498,50.96493351,50,2,0.12816941
-111.9744491,54.77110028,50,1,0.702800526
-112.4681396,55.19950063,50,2,0.876504968
-113.6798472,53.49724935,50,1,0.458619792
-113.5636135,53.62266144,50,1,0.043666076
-113.5029237,53.53822071,50,1,0.537361763
-113.4903698,53.5462403,50,1,0.573098173
-113.5305649,53.61334538,50,1,0.862967037
-113.4919935,53.48280458,50,2,0.825525047
-113.6253215,53.52066206,50,1,0.119166519
-114.0353785,51.28967241,50,1,0.187025456
-113.7710392,52.26826759,50,1,0.998781178
-113.6341508,53.54100272,50,1,0.532567412
-111.9744491,54.77110028,50,1,0.918079253
-113.9859366,51.26952078,50,2,0.951042066
-113.4884847,53.42309293,50,1,0.755833894
-110.8991013,54.28453593,50,1,0.793405142
-113.6202971,53.94909089,50,4,0.09692568
-113.4180455,53.49433668,50,2,0.241536109
-111.4443414,56.75040753,50,1,0.061123264
-113.5028191,53.49326828,50,4,0.907337582
-113.8607071,54.15410534,50,1,0.57262047
-112.9692198,52.76423046,50,1,0.569009053
-112.7315696,52.68139421,50,1,0.360743337
-113.110823,53.95473251,50,1,0.165729524
-114.0161058,51.06102887,50,1,0.324960949
-113.1159331,53.94912502,50,1,0.606081058
-113.5511809,53.27172883,50,1,0.423376252
-113.4420989,53.62407102,50,2,0.393767312
-111.4285845,56.74445387,50,5,0.920872893
-113.4137472,53.59844415,50,3,0.25103377
-113.5085983,53.55973204,50,1,0.300523
-113.5617176,53.62870344,50,6,0.266845956
-111.3773847,56.71432277,50,1,0.053262722
-111.4576051,56.7650936,50,3,0.216719947
-113.457602,53.44438756,50,1,0.276936372
-113.4528529,53.52677535,50,2,0.609999151
-114.0055198,53.52879021,50,7,0.88862463
-113.4903698,53.5462403,50,1,0.700820929
-114.0172955,51.09005347,50,1,0.237924498
-113.5235858,53.41855672,50,3,0.914112982
-113.4857242,53.56503032,50,2,0.612845956
-113.4100718,53.60096596,50,4,0.909893424
-113.5081896,51.49533018,50,1,0.818953913
-113.5259286,53.56895563,50,1,0.252526003
-114.0318542,51.293274,50,3,0.242879413
-113.4113141,53.3609075,50,3,0.693348352
-113.9100923,53.46996783,50,4,0.885743587
-113.6276569,53.53806524,50,1,0.526497154
-113.5546,53.62084844,50,3,0.504593083
-113.398177,53.45690758,50,1,0.087857842
-113.6244439,53.5416202,50,4,0.984993833
-112.4681396,55.19950063,50,2,0.007636541
-113.4185992,53.53760656,50,1,0.892454025
-113.5223266,53.4446438,50,1,0.728039487
-113.9272583,53.56094846,50,1,0.613692271
-113.5233591,53.41743718,50,4,0.562810594
-113.6341508,53.54100272,50,2,0.209972162
-113.5784196,53.55412313,50,4,0.223015082
-113.5259286,53.56895563,50,1,0.895948553
-113.5250615,53.39985927,50,3,0.237519599
-113.386595,53.48499233,50,2,0.62910691
-113.5568677,53.63022345,50,1,0.768328817
-113.9417833,53.55019171,50,1,0.669376275
-114.1249915,50.91073391,50,1,0.950811547
-113.4876592,53.49977357,50,2,0.698927302
-113.3789329,53.46444103,50,3,0.689334009
-113.2538295,54.62178015,50,4,0.460558011
-114.0788848,52.3081301,50,1,0.233544422
-113.4920448,53.48871333,50,2,0.757429452
-113.3306912,53.52989038,50,2,0.099285589
-113.4219641,53.50228594,50,1,0.36049315
-111.4611767,56.74685681,50,4,0.504442836
-114.0816587,51.11106109,50,4,0.9099426
-114.0149512,50.92978294,50,2,0.679557368
-113.4495656,53.60546373,50,2,0.212845392
-113.9432661,51.10078063,50,1,0.374988757
-113.9749393,50.72590027,50,1,0.161725334
-113.3152596,53.25061081,50,1,0.693394147
-114.0018866,53.5438646,50,4,0.640467705
-113.4161784,53.55140806,50,1,0.758041191
-111.9744491,54.77110028,50,4,0.689585637
-113.583327,53.54072029,50,1,0.991621303
-113.860029,54.15544058,50,2,0.424260787
-113.6371189,53.54098285,50,1,0.892506307
-113.5860231,53.44128029,50,4,0.178329077
-111.4502232,56.76164397,50,2,0.078500999
-110.6781493,50.04107033,50,2,0.565431488
-112.4804292,55.14070031,50,1,0.682516705
-113.4944189,53.60563559,50,2,0.963567493
-113.5323931,53.55314002,50,3,0.418773749
-113.8345094,52.27931326,50,1,0.078700712
-113.5579065,53.26473388,50,1,0.080894447
-111.4255626,56.75382767,50,2,0.288385462
-113.2031238,53.6984486,50,3,0.873441747
-113.0523482,53.51205763,50,4,0.341384977
-112.8048393,54.58728103,50,3,0.969704232
-113.5259286,53.56895563,50,1,0.283311789
-113.7551357,52.24694758,50,1,0.100643093
-114.3622477,53.67131245,50,3,0.353699639
-113.501106,53.57267055,50,1,0.62644606
-113.461004,53.59006586,50,1,0.685854381
-113.6155061,53.56215016,50,4,0.577748212
-114.1995353,51.01140454,50,4,0.384807232
-114.0834755,51.07906197,50,2,0.541822947
-113.5200498,53.52286319,50,2,0.080799519
-113.7756504,52.25007681,49,4,0.11269829
-111.371162,56.72913249,49,2,0.59873698
-111.4704989,56.74392415,49,4,0.782878005
-110.2054265,54.40803116,49,4,0.537720084
-111.4211897,56.72785162,49,2,0.291741211
-113.4777303,53.51814023,49,1,0.335022222
-113.2832093,54.72129052,49,2,0.722839717
-113.6063608,53.55592615,49,2,0.18656752
-113.8943741,53.55995175,49,3,0.72916549
-111.3049307,53.99095472,49,5,0.432157668
-113.5815855,53.53198107,49,1,0.647677927
-118.7565299,55.19849066,49,3,0.222072553
-113.1493487,51.91457458,49,3,0.233559147
-113.4903698,53.5462403,49,2,0.136564533
-113.3279989,53.8276102,49,2,0.385142944
-114.1795665,52.05717805,49,4,0.521543921
-113.4812642,53.56811539,49,1,0.685565788
-113.4903694,53.54624099,49,2,0.727531356
-113.4903698,53.5462403,49,1,0.904783906
-112.4681396,55.19950063,49,3,0.743446587
-113.6663656,53.49868483,49,2,0.307145502
-113.5320046,53.46061725,49,1,0.372853138
-110.6781493,50.04107033,49,2,0.592544729
-114.1410691,51.00660037,49,2,0.90124146
-113.5224836,53.44806917,49,1,0.484085722
-114.0630194,51.04522067,49,1,0.412294943
-113.2670899,53.56216794,49,4,0.612939092
-113.4603027,53.55777745,49,1,0.936689189
-113.4920766,53.48156338,49,2,0.680180954
-112.344499,54.84978041,49,1,0.355262969
-114.2046538,51.11011771,49,4,0.26490474
-113.8924194,53.55921964,49,2,0.065879209
-114.0013103,51.15073366,49,1,0.543419951
-112.4681396,55.19950063,49,3,0.877603652
-113.3861164,53.58926496,49,1,0.214569093
-113.5761386,53.46395052,49,3,0.2838307
-113.99068,51.2743513,49,1,0.23275634
-113.4299324,53.35904046,49,3,0.746294947
-114.0055198,53.52879021,49,1,0.875106973
-114.0219303,50.94079802,49,1,0.158321486
-113.5431284,53.24098739,49,2,0.988662329
-113.6025938,53.52301066,49,1,0.721676143
-114.113379,50.92047314,49,4,0.242276282
-113.6139395,53.55590193,49,1,0.850742268
-114.9983268,53.2240151,49,1,0.910860619
-113.4949897,53.54983821,49,1,0.77245301
-113.95502,50.72596405,49,4,0.993132229
-113.5450693,53.30277854,49,2,0.95046867
-112.7181896,52.32128356,49,1,0.363897837
-112.4681399,55.19950097,49,5,0.378083053
-113.20334,53.69839242,49,3,0.366300718
-111.3876201,56.72888034,49,1,0.941545069
-116.454969,53.19136566,49,1,0.989481329
-111.4231593,56.72869437,49,1,0.770359158
-113.5080715,53.62428238,49,4,0.903935713
-113.6252907,53.52067951,49,1,0.025961767
-110.7439125,54.26484785,49,1,0.89370747
-113.3832721,53.45027365,49,1,0.262905837
-113.9614627,53.5372783,49,1,0.648850238
-113.4366627,53.58981023,49,1,0.817229143
-113.203227,53.70038277,49,1,0.982486671
-113.4423261,53.46422035,49,1,0.741150981
-113.2128348,53.71901063,49,2,0.484082745
-113.4935239,53.48316038,49,1,0.774816446
-113.9310789,50.91709762,49,1,0.19945855
-113.7307205,53.36124654,49,2,0.498469862
-113.4919803,53.47796054,49,1,0.501079338
-111.4280963,56.74728928,49,4,0.320903319
-111.1408695,58.72162655,49,1,0.951079443
-114.18662,53.70644926,49,5,0.824225904
-113.6539891,53.62966338,49,3,0.019207797
-112.9759897,53.54534348,49,2,0.134263362
-111.2949623,53.99141072,49,1,0.485191567
-112.4681396,55.19950063,49,2,0.562584737
-111.3639625,56.72404883,49,2,0.103767339
-113.504444,53.60434448,49,2,0.547228763
-113.4903698,53.5462403,49,2,0.846831822
-113.5547616,53.57813837,49,1,0.333418136
-112.9113798,54.55818022,49,1,0.832839278
-113.538885,53.48821954,49,2,0.818279097
-114.7617958,55.2800191,49,2,0.888020811
-113.3823029,51.04994986,49,1,0.821635418
-113.1234211,53.37013329,49,6,0.601460195
-113.4776752,53.54430704,49,4,0.096714865
-113.5816002,53.31040431,49,2,0.104509884
-111.9744491,54.77110028,49,4,0.16229448
-114.0055194,53.52879011,49,2,0.210353693
-113.5557346,54.83654706,49,4,0.682922915
-113.5102991,53.47588805,49,3,0.444260113
-112.4757398,54.11050098,49,1,0.206552034
-113.395169,53.45107275,49,3,0.13445384
-113.4935239,53.48316038,49,1,0.653872504
-113.5002191,53.54773288,49,1,0.235444646
-113.6993387,53.54165848,49,1,0.456838945
-113.4903698,53.5462403,49,4,0.659893118
-113.4136589,53.59273343,49,1,0.564661681
-113.212652,53.71277595,49,2,0.482712197
-113.8281433,51.06008608,49,3,0.970920203
-113.6341508,53.54100272,49,1,0.613914467
-113.6377457,53.54142044,49,1,0.158228048
-113.8267797,52.31401384,49,1,0.646018684
-113.6736385,53.64059672,49,6,0.090355379
-113.4260296,53.58010832,49,4,0.921817497
-113.3624236,53.50507737,49,1,0.503825059
-113.5372044,53.30887053,49,2,0.623426078
-113.416193,53.55705051,49,4,0.062273196
-112.4681396,55.19950063,49,2,0.130009289
-110.7492471,55.90700642,49,5,0.467308259
-113.5542252,53.62490405,49,1,0.646616602
-113.6051384,53.655406,49,4,0.067314573
-113.5029561,53.54939058,49,1,0.724658972
-113.9699025,50.70704138,49,3,0.957418651
-113.6132702,53.62322092,49,4,0.034006765
-113.5561161,53.43757466,49,2,0.23995412
-113.9999095,51.08157808,49,1,0.73518041
-113.5028536,53.54541001,49,3,0.661190404
-113.4640515,53.56140168,49,2,0.757704058
-114.1700116,51.04349416,49,1,0.625560807
-113.504831,53.54627958,49,5,0.79121805
-113.3827075,53.46318661,49,1,0.831883614
-112.344499,54.84978041,49,1,0.326091367
-113.6433419,53.65081255,49,1,0.97865612
-113.5048813,53.54625525,49,3,0.824938039
-118.8004871,55.23917203,49,2,0.954065179
-113.5180197,53.51706281,49,4,0.338974743
-113.8105043,52.2141098,49,4,0.636387429
-113.5485699,53.26051102,49,2,0.122871896
-113.4903694,53.54624099,49,2,0.378530318
-113.4564613,53.57932327,49,1,0.232494169
-113.5394328,53.56323159,49,2,0.129873902
-113.4988699,53.50340274,49,4,0.950387764
-113.3671167,53.61108631,49,3,0.146824434
-113.885467,53.57874882,49,1,0.738296678
-111.9744491,54.77110028,49,2,0.062240532
-113.2616598,53.53233771,49,3,0.117660003
-114.2050296,51.04316636,49,8,0.947091108
-113.4243024,53.49063549,49,1,0.126804025
-113.4926156,53.45771296,49,1,0.274310882
-113.6063608,53.55592615,49,2,0.452241877
-113.4761432,53.58009098,49,1,0.116949956
-113.2080972,53.6841658,49,3,0.392570384
-111.331578,56.65401619,49,2,0.443954243
-113.7184422,52.48429581,49,1,0.620620754
-111.294389,53.98644904,49,1,0.058256005
-114.7715592,55.28285136,49,3,0.018351119
-113.6288691,53.54101318,49,2,0.39844302
-113.4511867,53.53460162,49,1,0.083704305
-113.3936431,53.5728609,49,1,0.291496973
-113.2843141,54.72036103,49,1,0.070956396
-113.9309136,51.08702077,49,5,0.074987017
-113.5323607,53.25708305,49,3,0.528915401
-113.6405996,53.80558527,49,4,0.426666348
-113.4991795,53.50540348,49,1,0.104447575
-113.5442585,53.30530397,49,1,0.36861566
-113.5053162,53.55463726,49,1,0.327177198
-113.5287535,53.48431147,49,1,0.892971244
-113.6362906,53.53762771,49,1,0.390941344
-114.0013103,51.15073366,49,4,0.798769643
-113.4921554,53.59819808,49,6,0.26545794
-113.4701253,53.4199676,49,2,0.661494644
-113.1159331,53.94912502,49,2,0.867987836
-111.4522587,49.47900327,49,3,0.229690431
-113.4437244,53.47589328,49,2,0.692854817
-114.0374886,50.99542264,49,1,0.672412745
-113.4332911,53.35721613,49,1,0.66036164
-113.2442242,53.69583692,49,1,0.052273927
-113.6001402,53.45831329,49,5,0.369193136
-113.4135433,53.89262464,49,3,0.562550622
-113.4062801,53.60033212,49,1,0.55901502
-113.91946,54.35222085,49,1,0.34700324
-119.5644195,55.33428084,49,1,0.963936358
-112.1926371,54.7556143,49,1,0.927283093
-113.6917437,53.50960815,49,2,0.485400885
-113.4920766,53.48156338,49,3,0.591937284
-114.0603,51.04035311,49,1,0.853914803
-113.5822916,53.69288298,49,3,0.087174786
-113.1159331,53.94912502,49,3,0.320759011
-110.1737894,54.46503023,49,5,0.760228045
-113.6514528,53.48329532,49,1,0.754225675
-116.481339,55.43288046,49,1,0.263023056
-114.1700116,51.04349416,49,2,0.019210116
-114.0920034,52.30347206,49,1,0.95363037
-113.2538295,54.62178015,49,4,0.817813685
-114.1339733,51.04784941,49,3,0.438961791
-113.8415056,51.02867992,49,1,0.129063584
-112.8125747,49.71637148,49,4,0.603669241
-113.2538295,54.62178015,49,2,0.827206116
-113.9014987,53.56581868,49,2,0.743121062
-112.8048393,54.58728103,49,1,0.085871793
-113.5273328,53.61447513,49,4,0.751387923
-113.4083385,53.60018314,49,2,0.089103986
-113.5248749,53.56441819,49,5,0.287805675
-113.4700971,53.42872082,49,1,0.169642959
-113.4603027,53.55777745,49,1,0.557238256
-112.8048393,54.58728103,49,2,0.855040504
-113.4521353,53.58243058,49,4,0.135709833
-113.5448773,53.30090241,49,2,0.032762628
-113.5292638,53.43815001,49,1,0.70469906
-111.9744491,54.77110028,49,2,0.183559187
-113.271765,53.55346528,49,3,0.111333638
-113.5945393,53.5536791,49,1,0.803561765
-114.4229653,54.11893745,49,2,0.154913128
-111.4796791,54.26776091,49,2,0.595145785
-113.6309854,53.53802384,49,5,0.448046288
-113.4604956,53.43082793,49,6,0.335428956
-114.1021598,50.91568779,49,1,0.741862933
-113.5646801,53.44790795,49,4,0.672481631
-113.5103117,53.55584881,49,1,0.043530344
-113.2068038,53.68369174,49,3,0.697636322
-113.5710949,53.40753926,49,1,0.721360655
-113.5868859,53.26581595,49,2,0.031844208
-113.2490791,53.5206334,49,2,0.018727745
-111.4796791,54.26776091,49,1,0.158659328
-118.8322024,55.14820847,49,2,0.52571955
-114.1287249,51.13329287,49,5,0.699283897
-113.5738879,53.49863776,49,3,0.576540057
-118.7576934,55.17917507,49,1,0.676941753
-113.3950531,53.36575881,49,1,0.110684993
-113.5608239,53.62723656,49,1,0.553000674
-113.433707,53.60522545,49,1,0.582896342
-114.0802416,51.04599154,49,1,0.938431544
-112.8048393,54.58728103,49,2,0.04799309
-113.4961538,53.5113827,49,3,0.620441531
-113.6212085,53.50437223,49,1,0.451077508
-113.9486145,53.56171328,49,1,0.014923879
-115.4312897,55.333541,49,3,0.925013817
-113.2503083,53.68509018,49,1,0.484060241
-111.4630499,56.73657175,49,1,0.882520337
-113.381875,53.60233763,49,1,0.273937019
-113.8372656,51.03659724,49,6,0.233195785
-113.3442897,53.67808652,49,1,0.695205748
-113.9982727,51.07964009,49,2,0.823327997
-114.4718657,51.19398876,49,5,0.441629475
-113.7136748,53.58492336,49,1,0.202420589
-113.2408156,53.68099032,49,1,0.7486644
-113.5901658,53.44378096,49,7,0.634841427
-113.3157674,53.55587683,49,3,0.92804032
-114.1295724,51.00825453,49,3,0.231351368
-113.4747124,53.42764741,49,1,0.448275384
-113.2899021,54.70920277,49,2,0.794210457
-113.4331633,53.42117976,49,5,0.948659669
-113.4774627,53.517067,49,1,0.058402321
-111.4313588,56.7309537,49,1,0.174836925
-113.4598496,53.61447283,49,1,0.132010345
-114.18662,53.70644926,49,2,0.367822338
-113.7857594,52.26404922,49,1,0.221832405
-111.9744491,54.77110028,49,1,0.46566997
-113.9968493,53.53558304,49,4,0.951106655
-113.6435519,53.55929462,49,1,0.061173152
-114.2516517,51.14349757,49,1,0.450801664
-113.2485583,53.68671041,49,8,0.887624566
-113.4434462,53.47497814,49,1,0.848213053
-113.5191328,53.50197067,49,4,0.020870054
-113.4657107,53.42430795,49,3,0.459995343
-113.5033194,53.5612407,49,5,0.589770111
-111.6779898,54.43481519,49,2,0.524137673
-113.4275766,53.41869712,49,2,0.078293582
-113.4478754,53.46005769,49,1,0.636217957
-113.8105043,52.2141098,49,4,0.145675412
-111.3733803,56.72070594,49,1,0.324981938
-113.4137164,53.47928294,49,1,0.181201425
-111.3810257,56.72675562,49,1,0.087817352
-113.5197734,53.45995074,49,3,0.382573968
-113.2401443,53.6986793,49,3,0.80235064
-113.2614192,53.52846695,49,4,0.608787262
-113.3839138,51.03822044,49,2,0.269523226
-112.938872,53.72465862,49,1,0.9233151
-113.5261387,53.5185096,49,1,0.292873103
-113.6263026,53.80914331,49,1,0.472369057
-113.9405063,52.02343606,49,4,0.114277011
-113.5045586,53.41775953,49,1,0.986085984
-113.5451919,53.30146386,49,1,0.552470942
-113.5138603,53.52567344,49,2,0.724618833
-111.4356932,56.76084128,49,3,0.948107731
-113.2348462,53.68526066,49,2,0.126384343
-113.2612864,53.55332304,49,2,0.487006354
-114.0926205,51.0384167,49,6,0.467430861
-115.5632008,51.18435936,49,1,0.829200477
-113.9682865,50.89582748,49,1,0.316692126
-113.4696808,53.55586764,49,2,0.435081632
-113.6935352,53.53329423,49,2,0.318293
-113.4206208,53.83737626,49,1,0.507278813
-113.8373461,54.16084976,49,2,0.714406767
-114.0055198,53.52879021,49,1,0.561720891
-111.034392,55.63263198,49,1,0.80821192
-113.640878,53.6207409,49,1,0.400612535
-113.9320858,53.55170601,49,1,0.522905331
-113.6121907,53.51484662,49,1,0.696930145
-113.5622652,53.61533776,49,2,0.069444952
-111.294389,53.98644904,49,1,0.739617119
-113.5372044,53.30931031,49,3,0.805643102
-113.5398794,53.4192083,49,3,0.10262887
-110.7533198,54.26795082,49,2,0.895838769
-114.0610154,51.0861799,49,1,0.093512011
-113.5178582,53.52108637,49,4,0.329633482
-114.0946662,51.02219058,49,1,0.030720013
-113.9616694,51.09154833,49,1,0.778385531
-113.641543,53.52270108,49,1,0.991627959
-112.8048393,54.58728103,49,1,0.654116432
-113.9264833,53.54339148,49,2,0.642869553
-114.3186691,53.18867139,49,1,0.930865897
-111.380279,56.72720109,49,1,0.6874738
-111.3557572,56.71664153,49,1,0.19958546
-114.2069054,51.08355345,49,5,0.560517689
-113.5318762,53.40021944,49,5,0.0604349
-113.5218811,53.63249627,49,1,0.15291684
-113.2832093,54.72129052,49,1,0.641383009
-113.5222058,53.59485774,49,4,0.558711387
-113.4920746,53.48212107,49,1,0.846667726
-113.5101694,53.54624775,49,4,0.717389344
-113.4387044,53.41721263,49,3,0.940908314
-113.2518074,55.28231639,49,1,0.314866509
-113.3307499,53.81968474,49,3,0.057849798
-110.4790273,54.33466278,49,1,0.752816879
-114.0425935,51.27320717,49,2,0.118146969
-113.4920746,53.48212107,49,1,0.093703633
-111.1270899,55.65239074,49,1,0.800982085
-113.4789748,53.40712778,49,7,0.910492885
-114.23828,52.63970109,49,1,0.790943031
-113.1159331,53.94912502,49,1,0.105007374
-113.6155061,53.56215016,49,4,0.61428002
-113.5011296,53.55061499,49,1,0.776320495
-111.5465417,54.15133561,49,2,0.902382466
-113.2601747,53.55405515,49,5,0.276807127
-113.5559439,53.45953382,49,1,0.825353727
-113.4444398,53.61454813,49,2,0.517705914
-113.5355338,53.46507378,49,2,0.33645709
-113.5557346,54.83654706,49,1,0.545100208
-113.6890693,53.53803327,49,3,0.878352855
-113.5074685,53.64371382,49,1,0.893395586
-113.5029561,53.54939058,49,1,0.360929986
-113.4295094,53.35524825,49,1,0.854507761
-113.7692591,52.27238622,49,1,0.826428285
-114.096349,51.06864279,49,1,0.851575718
-114.0302093,50.88417998,49,4,0.659997033
-113.5275023,53.63647178,49,1,0.417948355
-113.3956399,49.72608077,49,2,0.121020685
-112.2986323,54.897506,49,3,0.402836654
-114.1140534,50.91938074,49,4,0.006957033
-113.2146438,53.54061177,49,1,0.429184958
-113.6713136,53.52495911,49,4,0.003898257
-113.4793479,53.54999753,49,1,0.530981778
-113.5333967,53.63109091,49,2,0.942685502
-113.2986649,53.53058078,49,2,0.191895158
-113.216084,53.70103441,49,1,0.449169915
-113.6440834,53.50916337,49,1,0.475927562
-113.8854583,53.57908923,49,6,0.098219626
-113.6123078,53.62268498,49,3,0.21803793
-110.2062515,54.39217899,49,2,0.852938692
-113.6226271,53.51419064,49,1,0.040505256
-111.3785302,56.70880815,49,1,0.713312235
-114.2194697,53.52993029,49,1,0.247482827
-114.1274992,51.65690337,49,4,0.75186063
-111.380279,56.72720109,49,4,0.212280054
-114.2194697,53.52993029,49,3,0.670259371
-115.6706939,54.1197839,49,1,0.462250714
-113.6368951,53.5187749,49,1,0.138634601
-113.4789492,53.57042821,49,1,0.942501299
-111.4661723,56.7666255,49,2,0.075662833
-113.4751415,53.51233066,49,4,0.181201472
-114.0869905,51.04112287,49,1,0.47775896
-114.0448856,51.28944723,49,1,0.007485292
-113.4076747,53.57430095,49,1,0.847763409
-113.6758663,53.65069123,49,1,0.670781428
-114.2380002,51.14167049,49,5,0.356447316
-113.6440922,53.48904053,49,2,0.027164851
-113.4987613,53.51712254,49,6,0.647012435
-113.4812642,53.56811539,49,1,0.287640468
-113.4903698,53.5462403,49,1,0.281024827
-113.6167496,53.4291681,49,5,0.659285958
-113.5771238,53.45365709,49,6,0.998756224
-113.9862369,50.70603525,49,5,0.049667347
-112.8048393,54.58728103,49,2,0.276342438
-113.5108398,53.51427767,49,4,0.320206379
-113.5820094,50.02579056,49,4,0.050653668
-111.380279,56.72720019,49,1,0.80276674
